TRANSACTION_ID/SOL/BONKEY,TRANSACTION_TIME0RPA_ETS2,SALESORG0SALESORG,TRANSACTION_DATE0CALDAY,DISTR_CHAN0DISTR_CHAN,ARTICLE_ID0MATERIAL,LOCATION_ID0PLANT,TRANSACTION_TYPE0RPA_TTC,ARTICLE_COUNT0RPA_RLQ,SALES_PRICE_AT_CASH_DESK0RPA_SAT,SALES_PRICE_PLANNED/SOL/LOC0086C,VAT0RPA_TAM
0002021040620490000000024,083931,1099,20210406,13,000000002061332013,2049,1005,1.000 ,39.59 ,49.99 ,0.00 
0002021040620520000000005,113937,1099,20210406,13,000000002063182032,2052,1005,1.000 ,29.99 ,29.99 ,0.00 
0002021040620610000000009,112705,1099,20210406,13,000000002055666009,2061,1005,1.000 ,99.99 ,99.99 ,0.00 
0002021040620650000000005,093906,1099,20210406,13,000000002061332015,2065,1005,1.000 ,38.27 ,49.99 ,0.00 
0002021040620910000000230,155018,1099,20210406,13,000000002058835021,2091,1005,1.000 ,27.73 ,35.99 ,0.00 
0002021040621380000000013,112213,1099,20210406,13,000000002064067002,2138,1005,1.000 ,65.97 ,89.99 ,0.00 
0002021040621530000000052,140316,2010,20210406,13,000000002037568004,2153,1001,2.000 ,15.99 ,19.98 ,2.66 
0002021040640200000000024,091933,1099,20210406,13,000000002063722037,4020,1005,1.000 ,79.99 ,79.99 ,0.00 
0002021040640210000000071,150556,1099,20210406,13,000000002101684023,4021,1001,1.000 ,37.50 ,49.99 ,5.99 
0002021040642130000000016,092019,1099,20210406,13,000000002064699016,4213,1005,1.000 ,63.45 ,69.99 ,0.00 
0002021040642130000000047,101428,1099,20210406,13,000000002016711034,4213,1005,1.000 ,22.49 ,29.99 ,0.00 
0002021040643770000000026,101419,1099,20210406,13,000000002102780013,4377,1005,1.000 ,38.05 ,49.99 ,0.00 
0002021040643900000000013,120220,1099,20210406,13,000000002059961007,4390,1005,1.000 ,45.74 ,60.99 ,0.00 
0002021040661250000000058,144949,2010,20210406,13,000000000000050080,6125,1001,1.000 ,0.15 ,0.15 ,0.03 
0002021040661260000000013,103343,2010,20210406,13,000000002059770014,6126,1001,1.000 ,48.00 ,59.99 ,8.00 
0002021040661260000000015,123023,2010,20210406,13,000000002059918002,6126,1001,1.000 ,29.99 ,29.99 ,5.00 
0002021040672720000000016,112010,2010,20210406,13,000000002060984013,7272,1001,1.000 ,39.99 ,49.99 ,6.67 
0002021040673570000000038,130706,2010,20210406,13,000000002063561008,7357,1001,1.000 ,49.99 ,49.99 ,8.33 
0002021040673570000000047,144153,2010,20210406,13,000000002064819031,7357,1001,1.000 ,39.99 ,39.99 ,6.67 
0002021040676850000000007,100020,2010,20210406,13,000000002064947019,7685,1001,1.000 ,23.99 ,29.99 ,4.00 
0002021040678190000000047,152138,1120,20210406,13,000000000000050080,7819,1001,1.000 ,0.15 ,0.15 ,0.00 
0002021040720240000000171,185118,1099,20210407,13,000000002060493021,2024,1001,1.000 ,28.79 ,35.99 ,5.75 
0002021040720390000000077,123040,1099,20210407,13,000000002061392011,2039,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040720390000000110,135309,1099,20210407,13,000000002064947020,2039,1001,1.000 ,29.99 ,29.99 ,4.79 
0002021040720400000000011,100154,1099,20210407,13,000000000000050011,2040,1001,1.000 ,24.99 ,24.99 ,3.99 
0002021040720490000000077,140845,1099,20210407,13,000000002059134030,2049,1001,1.000 ,44.99 ,59.99 ,7.18 
0002021040720490000000084,142752,1099,20210407,13,000000002102534013,2049,1001,1.000 ,29.99 ,39.99 ,4.79 
0002021040720620000000072,162257,1099,20210407,13,000000002059031003,2062,1001,1.000 ,19.49 ,25.99 ,3.11 
0002021040720710000000012,091041,1099,20210407,13,000000002023927019,2071,1005,1.000 ,47.99 ,59.99 ,0.00 
0002021040721140000000013,122945,1099,20210407,13,000000002102363007,2114,1001,1.000 ,14.81 ,19.99 ,2.36 
0002021040721190000000112,152049,1099,20210407,13,000000002061055020,2119,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040743400000000012,113832,1099,20210407,13,000000002060915007,4340,1005,1.000 ,29.99 ,29.99 ,0.00 
0002021040743770000000003,100606,1099,20210407,13,000000002064331013,4377,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040760470000000002,131848,1099,20210407,13,000000002023927023,6047,1005,1.000 ,44.99 ,59.99 ,0.00 
0002021040772720000000034,154450,2010,20210407,13,000000000000050080,7272,1001,1.000 ,0.15 ,0.15 ,0.03 
0002021040778250000000001,112629,1120,20210407,13,000000002058277003,7825,1001,1.000 ,7.50 ,9.99 ,1.20 
0002021040820240000000073,143100,1099,20210408,13,000000000000050080,2024,1001,1.000 ,0.15 ,0.15 ,0.02 
0002021040820240000000075,143423,1099,20210408,13,000000002058766002,2024,1001,1.000 ,15.99 ,19.99 ,2.55 
0002021040820240000000128,155001,1099,20210408,13,000000000000050080,2024,1001,1.000 ,0.15 ,0.15 ,0.02 
0002021040820390000000073,142316,1099,20210408,13,000000002061348012,2039,1001,1.000 ,39.99 ,39.99 ,6.38 
0002021040820400000000051,152710,1099,20210408,13,000000002060885043,2040,1001,1.000 ,23.99 ,29.99 ,4.79 
0002021040820400000000075,164142,1099,20210408,13,000000002058298004,2040,1001,1.000 ,15.99 ,19.99 ,2.55 
0002021040820440000000002,121828,1099,20210408,13,000000002062991010,2044,1005,1.000 ,14.55 ,19.99 ,0.00 
0002021040820480000000014,085820,1099,20210408,13,000000002057432039,2048,1005,1.000 ,9.74 ,12.99 ,0.00 
0002021040820490000000029,100731,1099,20210408,13,000000001212261002,2049,1001,1.000-,9.95-,9.95-,1.59-
0002021040820520000000011,090212,1099,20210408,13,000000001192021006,2052,1005,1.000 ,14.99 ,19.99 ,0.00 
0002021040820700000000052,125056,1099,20210408,13,000000001260060003,2070,1001,1.000 ,23.99 ,29.99 ,3.83 
0002021040820700000000100,151407,1099,20210408,13,000000002064318018,2070,1001,1.000 ,25.99 ,25.99 ,4.15 
0002021040820710000000131,154717,1099,20210408,13,000000002064688004,2071,1001,1.000 ,32.00 ,39.99 ,5.11 
0002021040820820000000007,101908,1099,20210408,13,000000002005639008,2082,1005,1.000 ,43.19 ,53.99 ,0.00 
0002021040821110000000021,110715,1099,20210408,13,000000002064185014,2111,1001,1.000 ,14.99 ,19.99 ,2.39 
0002021040821400000000004,102240,1099,20210408,13,000000002061355022,2140,1001,1.000 ,43.89 ,49.99 ,7.01 
0002021040821400000000057,140259,1099,20210408,13,000000002064318002,2140,1001,1.000 ,19.49 ,25.99 ,3.11 
0002021040821400000000098,154503,1099,20210408,13,000000002061409013,2140,1001,1.000 ,20.79 ,25.99 ,3.32 
0002021040821400000000141,174104,1099,20210408,13,000000002063675002,2140,1001,1.000 ,19.49 ,25.99 ,3.11 
0002021040821660000000004,100711,2010,20210408,13,000000000000050090,2166,1001,1.000 ,2.99 ,2.99 ,0.50 
0002021040821840000000005,102722,1099,20210408,13,000000002057225062,2184,1001,1.000 ,31.60 ,49.99 ,9.58 
0002021040822000000000074,153127,2010,20210408,13,000000002042846065,2200,1001,1.000 ,55.99 ,69.99 ,9.33 
0002021040822320000000032,122421,2010,20210408,13,000000002059499009,2232,1001,1.000 ,31.99 ,39.99 ,5.33 
0002021040844050000000040,114913,2010,20210408,13,000000002060851008,4405,1001,1.000 ,9.75 ,12.99 ,1.62 
0002021040876850000000007,103105,2010,20210408,13,000000002064161019,7685,1001,1.000 ,15.99 ,19.99 ,2.67 
0002021040878200000000081,163843,1120,20210408,13,000000002005652077,7820,1001,1.000 ,40.00 ,49.99 ,6.39 
0002021040878260000000016,122837,1120,20210408,13,000000002060851028,7826,1001,1.000 ,12.99 ,12.99 ,2.07 
0002021040620310000000045,151140,1099,20210406,13,000000002058298011,2031,1005,1.000 ,44.04 ,45.99 ,0.00 
0002021040620330000000041,121425,1099,20210406,13,000000002056490003,2033,1005,1.000 ,20.24 ,26.99 ,0.00 
0002021040620390000000032,110930,1099,20210406,13,000000002063182031,2039,1005,1.000 ,22.49 ,29.99 ,0.00 
0002021040620390000000033,110923,1099,20210406,13,000000002063859024,2039,1005,1.000 ,44.99 ,59.99 ,0.00 
0002021040620400000000167,171027,1099,20210406,13,000000002056501005,2040,1005,1.000 ,35.32 ,37.99 ,0.00 
0002021040620480000000106,165812,1099,20210406,13,000000002062991008,2048,1005,1.000 ,19.99 ,19.99 ,0.00 
0002021040620620000000030,123219,1099,20210406,13,000000002063182006,2062,1005,1.000 ,22.49 ,29.99 ,0.00 
0002021040620700000000109,134509,1099,20210406,13,000000002064696006,2070,1001,1.000 ,69.99 ,69.99 ,11.17 
0002021040620700000000172,153551,1099,20210406,13,000000002057432040,2070,1001,1.000 ,10.39 ,12.99 ,1.66 
0002021040620710000000178,155042,1099,20210406,13,000000002024709011,2071,1005,1.000 ,41.95 ,49.99 ,0.00 
0002021040620710000000212,174843,1099,20210406,13,000000002103414004,2071,1001,1.000 ,17.99 ,17.99 ,2.87 
0002021040620820000000020,125835,1099,20210406,13,000000002060748014,2082,1005,1.000 ,13.49 ,17.99 ,0.00 
0002021040620910000000088,122207,1099,20210406,13,000000002059439009,2091,1001,1.000-,35.99-,35.99-,5.75-
0002021040621070000000005,111548,1099,20210406,13,000000002061332024,2107,1005,1.000 ,35.05 ,49.99 ,0.00 
0002021040621140000000020,124309,1099,20210406,13,000000002100884013,2114,1005,1.000 ,37.49 ,49.99 ,0.00 
0002021040621530000000017,113738,2010,20210406,13,000000002057472063,2153,1001,1.000-,55.99-,69.99-,9.33-
0002021040621740000000004,091708,2010,20210406,13,000000002059114022,2174,1001,1.000 ,32.00 ,39.99 ,5.33 
0002021040621790000000048,175820,2010,20210406,13,000000002061034001,2179,1001,1.000 ,31.99 ,39.99 ,5.33 
0002021040621840000000017,133221,1099,20210406,13,000000002060915007,2184,1005,1.000 ,22.49 ,29.99 ,0.00 
0002021040621870000000021,131122,1099,20210406,13,000000002059114042,2187,1005,1.000 ,31.99 ,39.99 ,0.00 
0002021040621920000000026,120935,1099,20210406,13,000000002064067004,2192,1005,1.000 ,67.49 ,89.99 ,0.00 
0002021040622310000000031,124653,2010,20210406,13,000000002060748003,2231,1001,1.000 ,14.39 ,17.99 ,2.40 
0002021040640370000000018,123229,1099,20210406,13,000000002061332015,4037,1005,1.000 ,49.99 ,49.99 ,0.00 
0002021040641580000000031,145146,2010,20210406,13,000000002058749001,4158,1001,1.000 ,15.99 ,19.99 ,2.67 
0002021040641630000000021,110839,1099,20210406,13,000000002058731015,4163,1005,1.000 ,11.99 ,15.99 ,0.00 
0002021040644050000000044,150454,2010,20210406,13,000000002064967005,4405,1001,1.000 ,12.99 ,12.99 ,2.17 
0002021040660480000000007,073142,1099,20210406,13,000000002063182006,6048,1005,1.000 ,23.99 ,29.99 ,0.00 
0002021040660970000000133,170449,1099,20210406,13,000000002041314001,6097,1001,1.000 ,29.99 ,29.99 ,4.79 
0002021040661250000000076,164007,2010,20210406,13,000000002058917003,6125,1001,1.000 ,29.99 ,39.99 ,5.00 
0002021040673370000000021,093254,1099,20210406,13,000000002064947032,7337,1005,1.000 ,21.76 ,29.99 ,0.00 
0002021040673370000000102,160212,1099,20210406,13,000000002100822015,7337,1005,1.000 ,35.15 ,49.99 ,0.00 
0002021040676850000000061,163955,2010,20210406,13,000000002059071003,7685,1001,1.000 ,45.99 ,45.99 ,7.67 
0002021040677870000000016,125407,1120,20210406,13,000000000000050080,7787,1001,1.000 ,0.15 ,0.15 ,0.00 
0002021040678000000000049,140142,1120,20210406,13,000000002061418051,7800,1001,1.000 ,44.99 ,59.99 ,7.18 
0002021040720390000000129,144921,1099,20210407,13,000000002057715011,2039,1001,1.000 ,28.79 ,35.99 ,5.75 
0002021040720400000000057,121045,1099,20210407,13,000000002063694027,2040,1001,1.000 ,71.99 ,89.99 ,11.49 
0002021040720480000000013,095104,1099,20210407,13,000000002061332023,2048,1005,1.000 ,37.49 ,49.99 ,0.00 
0002021040720710000000013,091038,1099,20210407,13,000000002024804019,2071,1005,1.000 ,52.49 ,69.99 ,0.00 
0002021040720910000000101,123026,1099,20210407,13,000000002062991010,2091,1005,1.000 ,14.99 ,19.99 ,0.00 
0002021040721110000000070,142904,1099,20210407,13,000000000000050080,2111,1001,1.000 ,0.15 ,0.15 ,0.02 
0002021040721110000000075,150746,1099,20210407,13,000000000000050080,2111,1001,1.000 ,0.15 ,0.15 ,0.02 
0002021040721190000000027,111323,1099,20210407,13,000000002063256003,2119,1001,1.000 ,39.99 ,49.99 ,7.98 
0002021040721400000000003,102727,1099,20210407,13,000000002057429003,2140,1001,1.000 ,15.99 ,19.99 ,2.55 
0002021040721400000000051,142642,1099,20210407,13,000000002061257029,2140,1001,1.000 ,31.99 ,39.99 ,5.11 
0002021040722300000000013,103042,2010,20210407,13,000000000000050080,2230,1001,1.000 ,0.15 ,0.15 ,0.03 
0002021040766510000000043,181924,2010,20210407,13,000000002063035001,6651,1001,1.000 ,16.00 ,19.99 ,2.67 
0002021040772720000000006,102504,2010,20210407,13,000000002059257037,7272,1001,1.000 ,47.99 ,59.99 ,8.00 
0002021040772720000000012,114013,2010,20210407,13,000000002064577002,7272,1001,1.000 ,32.00 ,39.99 ,5.33 
0002021040772730000000016,112118,1099,20210407,13,000000002061562004,7273,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040773370000000001,081809,1099,20210407,13,000000001277371057,7337,1005,1.000 ,39.99 ,49.99 ,0.00 
0002021040776850000000072,165943,2010,20210407,13,000000002055892173,7685,1001,1.000 ,47.99 ,59.99 ,8.00 
0002021040778170000000067,170034,1120,20210407,13,000000002064331009,7817,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040778190000000008,123040,1120,20210407,13,000000002064967028,7819,1001,1.000 ,10.39 ,12.99 ,1.66 
0002021040778200000000086,161208,1120,20210407,13,000000002063779019,7820,1001,1.000 ,39.99 ,49.99 ,6.38 
0002021040820390000000031,120948,1099,20210408,13,000000002061316014,2039,1001,1.000 ,39.99 ,49.99 ,7.98 
0002021040820490000000154,165203,1099,20210408,13,000000000000050080,2049,1001,1.000 ,0.15 ,0.15 ,0.00 
0002021040820620000000026,124114,1099,20210408,13,000000002064318017,2062,1001,1.000 ,19.49 ,25.99 ,3.11 
0002021040820700000000156,180028,1099,20210408,13,000000002064948028,2070,1001,1.000 ,24.30 ,39.99 ,6.38 
0002021040820710000000021,113413,1099,20210408,13,000000002062629015,2071,1001,1.000 ,23.99 ,29.99 ,3.83 
0002021040820710000000131,154717,1099,20210408,13,000000002063713013,2071,1001,1.000 ,79.99 ,99.99 ,12.77 
0002021040821190000000006,110225,1099,20210408,13,000000002057618022,2119,1001,1.000 ,12.79 ,15.99 ,2.04 
0002021040821190000000111,150509,1099,20210408,13,000000002064174009,2119,1001,1.000 ,9.99 ,9.99 ,1.60 
0002021040821790000000011,101200,2010,20210408,13,000000002060851002,2179,1001,1.000 ,12.99 ,12.99 ,2.17 
0002021040822000000000083,155459,2010,20210408,13,000000002063779014,2200,1001,1.000 ,37.49 ,49.99 ,6.25 
0002021040822320000000063,175904,2010,20210408,13,000000002100227003,2232,1001,1.000 ,71.99 ,89.99 ,12.00 
0002021040844050000000008,092012,2010,20210408,13,000000002064258003,4405,1001,1.000 ,32.00 ,39.99 ,5.33 
0002021040844050000000084,151425,2010,20210408,13,000000002061101012,4405,1001,1.000 ,31.99 ,39.99 ,5.33 
0002021040860970000000075,165708,1099,20210408,13,000000002060590009,6097,1001,1.000 ,9.59 ,11.99 ,1.53 
0002021040861250000000019,105133,2010,20210408,13,000000002058855023,6125,1001,1.000 ,15.99 ,19.99 ,2.67 
0002021040863390000000055,153839,1099,20210408,13,000000002063257011,6339,1001,1.000 ,69.99 ,69.99 ,11.17 
0002021040863600000000017,175026,2010,20210408,13,000000002105171001,6360,1001,1.000 ,71.99 ,89.99 ,12.00 
0002021040873570000000035,135750,2010,20210408,13,000000002061193030,7357,1001,1.000 ,59.99 ,59.99 ,10.00 
0002021040876850000000064,180605,2010,20210408,13,000000002059195021,7685,1001,1.000 ,22.49 ,29.99 ,3.75 
0002021040878200000000008,100159,1120,20210408,13,000000002062744009,7820,1001,1.000 ,31.99 ,39.99 ,5.11 
0002021040878200000000054,144130,1120,20210408,13,000000002061185002,7820,1001,1.000 ,15.00 ,19.99 ,2.39 
0002021040878200000000058,144551,1120,20210408,13,000000000000050080,7820,1001,1.000 ,0.15 ,0.15 ,0.00 
0002021040878250000000007,141300,1120,20210408,13,000000002061274002,7825,1001,1.000 ,69.99 ,69.99 ,11.17 
0002021040620310000000003,093021,1099,20210406,13,000000002061337005,2031,1005,1.000 ,49.99 ,49.99 ,0.00 
0002021040620400000000098,125316,1099,20210406,13,000000001279170008,2040,1005,1.000 ,16.39 ,19.99 ,0.00 
0002021040620430000000008,095037,1099,20210406,13,000000002064258025,2043,1005,1.000 ,29.99 ,39.99 ,0.00 
0002021040620440000000016,122133,1099,20210406,13,000000002060493023,2044,1005,1.000 ,26.99 ,35.99 ,0.00 
0002021040620480000000102,160217,1099,20210406,13,000000002060748027,2048,1005,1.000 ,17.99 ,17.99 ,0.00 
0002021040620550000000005,105345,1099,20210406,13,000000002057746038,2055,1005,1.000 ,44.99 ,59.99 ,0.00 
0002021040620700000000010,090055,1099,20210406,13,000000002062991011,2070,1005,1.000 ,14.54 ,19.99 ,0.00 
0002021040620700000000013,090112,1099,20210406,13,000000002064776012,2070,1005,1.000 ,43.19 ,53.99 ,0.00 
0002021040620700000000054,105040,1099,20210406,13,000000002005652014,2070,1001,1.000 ,40.00 ,49.99 ,7.98 
0002021040620710000000038,094527,1099,20210406,13,000000002058855024,2071,1005,1.000 ,18.29 ,19.99 ,0.00 
0002021040620910000000026,101342,1099,20210406,13,000000002056486006,2091,1005,1.000 ,17.24 ,22.99 ,0.00 
0002021040620970000000030,123504,1099,20210406,13,000000002060802018,2097,1005,1.000 ,12.79 ,15.99 ,0.00 
0002021040621250000000007,111536,1099,20210406,13,000000002058758006,2125,1005,1.000 ,52.49 ,69.99 ,0.00 
0002021040621530000000052,140316,2010,20210406,13,000000002064331015,2153,1001,1.000 ,47.99 ,59.99 ,8.00 
0002021040621740000000041,130503,2010,20210406,13,000000001076584052,2174,1001,1.000 ,7.96 ,9.95 ,1.33 
0002021040622280000000016,123435,1099,20210406,13,000000002059609022,2228,1005,1.000 ,44.99 ,59.99 ,0.00 
0002021040660970000000145,171108,1099,20210406,13,000000002060748020,6097,1005,1.000 ,13.49 ,17.99 ,0.00 
0002021040661250000000072,163224,2010,20210406,13,000000002064318016,6125,1001,1.000 ,25.99 ,25.99 ,4.33 
0002021040673370000000095,154723,1099,20210406,13,000000002057239030,7337,1001,1.000 ,49.99 ,49.99 ,7.98 
0002021040678190000000054,155059,1120,20210406,13,000000002064631016,7819,1001,1.000 ,49.99 ,49.99 ,7.98 
0002021040720240000000117,155608,1099,20210407,13,000000001142388012,2024,1001,1.000 ,7.96 ,9.95 ,1.27 
0002021040720430000000015,105027,1099,20210407,13,000000002061906010,2043,1005,1.000 ,15.99 ,19.99 ,0.00 
0002021040720620000000031,121522,1099,20210407,13,000000002061277005,2062,1001,1.000 ,67.49 ,89.99 ,10.78 
0002021040720620000000054,154436,1099,20210407,13,000000002063198023,2062,1001,1.000 ,23.99 ,29.99 ,3.83 
0002021040720620000000071,162143,1099,20210407,13,000000002040664096,2062,1001,1.000 ,14.99 ,19.99 ,2.39 
0002021040720650000000001,093906,1099,20210407,13,000000002063588002,2065,1005,1.000 ,71.99 ,89.99 ,0.00 
0002021040720650000000020,121318,1099,20210407,13,000000000000050080,2065,1001,1.000 ,0.15 ,0.15 ,0.02 
0002021040720700000000129,162030,1099,20210407,13,000000002060447019,2070,1001,1.000 ,22.49 ,29.99 ,3.59 
0002021040720910000000078,124952,1099,20210407,13,000000002059491011,2091,1001,1.000 ,32.00 ,39.99 ,5.11 
0002021040721140000000004,103853,1099,20210407,13,000000002101684003,2114,1005,1.000 ,52.49 ,69.99 ,0.00 
0002021040722220000000005,120143,2010,20210407,13,000000002058131003,2222,1001,1.000 ,10.00 ,19.99 ,1.67 
0002021040722300000000029,123500,2010,20210407,13,000000002037568002,2230,1001,1.000 ,8.00 ,9.99 ,1.33 
0002021040722310000000076,172634,2010,20210407,13,000000002059452012,2231,1001,1.000 ,49.99 ,49.99 ,8.33 
0002021040722320000000010,121701,2010,20210407,13,000000002062910005,2232,1001,1.000 ,39.99 ,49.99 ,6.67 
0002021040722320000000024,171101,2010,20210407,13,000000002057487002,2232,1001,1.000 ,39.99 ,49.99 ,6.67 
0002021040722320000000033,183435,2010,20210407,13,000000002105171002,2232,1001,1.000 ,72.00 ,89.99 ,12.00 
0002021040740210000000018,113858,1099,20210407,13,000000002064161030,4021,1001,1.000 ,15.99 ,19.99 ,2.55 
0002021040741570000000004,091748,2010,20210407,13,000000002059257037,4157,1001,1.000 ,47.99 ,59.99 ,8.00 
0002021040741580000000017,150958,2010,20210407,13,000000002061392013,4158,1001,1.000 ,44.99 ,59.99 ,7.50 
0002021040741690000000008,101804,1099,20210407,13,000000002057547011,4169,1001,1.000 ,21.55 ,29.99 ,4.79 
0002021040744050000000025,141018,2010,20210407,13,000000000000050080,4405,1001,1.000 ,0.15 ,0.15 ,0.03 
0002021040744140000000037,171835,1099,20210407,13,000000002102234005,4414,1005,1.000 ,37.49 ,49.99 ,0.00 
0002021040778090000000008,110438,1120,20210407,13,000000002040664030,7809,1001,1.000 ,14.36 ,19.99 ,3.19 
0002021040778180000000063,164128,1120,20210407,13,000000002100555013,7818,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040820240000000196,183022,1099,20210408,13,000000002056487012,2024,1005,1.000 ,13.99 ,13.99 ,0.00 
0002021040820350000000037,144752,1099,20210408,13,000000002062140015,2035,1001,1.000 ,37.49 ,49.99 ,5.99 
0002021040820430000000019,115030,1099,20210408,13,000000002064590001,2043,1005,1.000 ,22.49 ,29.99 ,0.00 
0002021040820710000000066,130205,1099,20210408,13,000000002063756011,2071,1001,1.000 ,29.99 ,39.99 ,4.79 
0002021040820710000000145,161324,1099,20210408,13,000000002063182014,2071,1001,1.000 ,22.49 ,29.99 ,3.59 
0002021040820970000000002,101144,1099,20210408,13,000000002059195023,2097,1001,1.000 ,15.20 ,19.99 ,2.43 
0002021040821000000000006,110935,1099,20210408,13,000000002064403032,2100,1001,1.000 ,19.75 ,19.99 ,3.15 
0002021040821110000000106,164526,1099,20210408,13,000000002060837008,2111,1001,1.000 ,15.99 ,15.99 ,2.55 
0002021040821190000000006,110225,1099,20210408,13,000000002024581118,2119,1001,1.000 ,15.99 ,19.99 ,2.55 
0002021040821400000000076,144705,1099,20210408,13,000000002061121030,2140,1001,1.000 ,15.99 ,19.99 ,2.55 
0002021040821790000000027,125054,2010,20210408,13,000000001142388011,2179,1001,1.000 ,7.96 ,9.95 ,1.33 
0002021040822000000000059,144236,2010,20210408,13,000000002064688004,2200,1001,1.000 ,31.99 ,39.99 ,5.33 
0002021040844050000000062,141732,2010,20210408,13,000000006003386023,4405,1001,1.000 ,52.76 ,65.95 ,8.79 
0002021040844140000000057,153416,1099,20210408,13,000000002061046013,4414,1001,1.000 ,31.99 ,39.99 ,6.38 
0002021040858340000000036,164609,2010,20210408,13,000000002100378003,5834,1001,1.000 ,101.91 ,119.90 ,16.99 
0002021040861250000000034,124103,2010,20210408,13,000000002062140017,6125,1001,1.000 ,39.99 ,49.99 ,6.67 
0002021040861250000000052,150459,2010,20210408,13,000000002060980001,6125,1001,1.000-,14.81-,25.99-,2.47-
0002021040863390000000074,182624,1099,20210408,13,000000002063198016,6339,1001,1.000 ,23.99 ,29.99 ,3.83 
0002021040866510000000008,122040,2010,20210408,13,000000002101879021,6651,1001,1.000 ,63.99 ,79.99 ,10.67 
0002021040872720000000042,125435,2010,20210408,13,000000001245635017,7272,1001,1.000 ,39.99 ,49.99 ,6.67 
0002021040876850000000007,103105,2010,20210408,13,000000002059114033,7685,1001,1.000 ,31.99 ,39.99 ,5.33 
0002021040878000000000056,143803,1120,20210408,13,000000002063182029,7800,1001,1.000 ,23.99 ,29.99 ,3.83 
0002021040878000000000059,144452,1120,20210408,13,000000002061118029,7800,1001,1.000 ,23.99 ,29.99 ,3.83 
0002021040878200000000081,163843,1120,20210408,13,000000002061615001,7820,1001,1.000 ,18.39 ,22.99 ,2.94 
0002021040878210000000009,125241,1120,20210408,13,000000002058936009,7821,1001,1.000 ,22.49 ,29.99 ,3.59 
0002021040878260000000016,122837,1120,20210408,13,000000002059076015,7826,1001,1.000 ,19.99 ,19.99 ,3.19 
0002021040620240000000152,175110,1099,20210406,13,000000000000050080,2024,1001,1.000 ,0.15 ,0.15 ,0.02 
0002021040620490000000124,142031,1099,20210406,13,000000002059451014,2049,1001,1.000 ,39.99 ,49.99 ,6.39 
0002021040620520000000009,113949,1099,20210406,13,000000002040457062,2052,1005,1.000 ,37.49 ,49.99 ,0.00 
0002021040620650000000001,093815,1099,20210406,13,000000002064590005,2065,1005,1.000 ,23.99 ,29.99 ,0.00 
0002021040620700000000192,162219,1099,20210406,13,000000002064067006,2070,1005,1.000 ,71.99 ,89.99 ,0.00 
0002021040620710000000028,094119,1099,20210406,13,000000002040452014,2071,1005,1.000 ,55.99 ,69.99 ,0.00 
0002021040620710000000161,161213,1099,20210406,13,000000002058928022,2071,1001,1.000 ,7.99 ,9.99 ,1.60 
0002021040620720000000071,151844,1099,20210406,13,000000002060885013,2072,1001,1.000 ,39.99 ,49.99 ,6.38 
0002021040620910000000202,155531,1099,20210406,13,000000002005800014,2091,1001,1.000 ,39.99 ,39.99 ,6.38 
0002021040620950000000005,123029,1099,20210406,13,000000002064067007,2095,1005,1.000 ,71.99 ,89.99 ,0.00 
0002021040621150000000001,112733,1099,20210406,13,000000002064699016,2115,1005,1.000 ,51.71 ,69.99 ,0.00 
0002021040621400000000092,153032,1099,20210406,13,000000002058561020,2140,1001,1.000 ,149.99 ,149.99 ,23.95 
0002021040621790000000019,121200,2010,20210406,13,000000002064691012,2179,1001,1.000 ,47.99 ,59.99 ,8.00 
0002021040622000000000082,153610,2010,20210406,13,000000002065012011,2200,1001,1.000 ,31.99 ,39.99 ,5.33 
0002021040622310000000008,093455,2010,20210406,13,000000002061752001,2231,1001,1.000 ,22.99 ,22.99 ,3.83 
0002021040641630000000009,103253,1099,20210406,13,000000002063675006,4163,1005,1.000 ,19.49 ,25.99 ,0.00 
0002021040660470000000019,124312,1099,20210406,13,000000002060748014,6047,1005,1.000 ,13.99 ,17.99 ,0.00 
0002021040660480000000026,075818,1099,20210406,13,000000001277391014,6048,1005,1.000 ,29.99 ,29.99 ,0.00 
0002021040661250000000048,142615,2010,20210406,13,000000000000050080,6125,1001,1.000 ,0.15 ,0.15 ,0.03 
0002021040672720000000016,112010,2010,20210406,13,000000001277391018,7272,1001,1.000 ,24.00 ,29.99 ,4.00 
0002021040672730000000044,125318,1099,20210406,13,000000002052635025,7273,1005,1.000 ,59.99 ,59.99 ,0.00 
0002021040677870000000038,163155,1120,20210406,13,000000002061562004,7787,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040678000000000008,101641,1120,20210406,13,000000002058225010,7800,1001,1.000-,23.99-,29.99-,3.83-
0002021040678170000000021,110837,1120,20210406,13,000000002057214008,7817,1001,1.000 ,52.67 ,69.99 ,8.41 
0002021040720240000000082,140726,1099,20210407,13,000000002058815013,2024,1001,1.000 ,35.99 ,35.99 ,5.75 
0002021040720240000000128,153818,1099,20210407,13,000000002060603026,2024,1005,1.000 ,10.90 ,13.99 ,0.00 
0002021040720240000000133,161721,1099,20210407,13,000000002060896043,2024,1001,1.000 ,49.99 ,49.99 ,7.98 
